from_word;to_word;LanguageWeight;FamilyWeight;Valence.x;Arousal.x;Dominance.x;Valence.y;Arousal.y;Dominance.y
agitate;touch;2;1;0,3;0,796;0,593;0,646;0,477;0,455
broach;touch;2;1;0,438;0,439;0,675;0,646;0,477;0,455
completely;totally;5;2;0,73;0,37;0,69;0,82;0,422;0,702
totally;utterly;3;2;0,82;0,422;0,702;0,633;0,44;0,673
count;total;2;2;0,594;0,389;0,492;0,771;0,286;0,714
martyr;torture;2;1;0,281;0,708;0,509;0,115;0,878;0,555
martyr;torment;2;1;0,281;0,708;0,509;0,057;0,75;0,387
apex;top;3;2;0,57;0,433;0,418;0,76;0,4;0,554
head;top;4;2;0,53;0,472;0,558;0,76;0,4;0,554
cog;tooth;4;2;0,427;0,343;0,363;0,439;0,25;0,367
prong;tooth;2;1;0,367;0,244;0,293;0,439;0,25;0,367
pliers;tongs;3;2;0,561;0,334;0,441;0,5;0,459;0,321
tax;toll;4;2;0,26;0,481;0,534;0,296;0,422;0,453
duty;toll;5;2;0,583;0,579;0,651;0,296;0,422;0,453
symbol;token;6;3;0,643;0,388;0,527;0,51;0,418;0,414
lavatory;toilet;7;3;0,51;0,4;0,259;0,49;0,29;0,233
dress;toilet;2;2;0,76;0,3;0,345;0,49;0,29;0,233
jointly;together;4;2;0,708;0,425;0,602;0,874;0,392;0,658
name;title;4;2;0,573;0,3;0,415;0,708;0,356;0,574
tedious;tiresome;4;2;0,104;0,406;0,241;0,24;0,542;0,153
tired;weary;4;2;0,125;0,317;0,191;0,194;0,281;0,202
sick;tired;2;1;0,104;0,431;0,136;0,125;0,317;0,191
schedule;timetable;4;2;0,51;0,38;0,48;0,561;0,189;0,491
period;time;4;2;0,396;0,324;0,588;0,604;0,288;0,609
log;timber;3;2;0,591;0,371;0,395;0,332;0,202;0,386
beam;timber;3;2;0,584;0,349;0,382;0,332;0,202;0,386
liaison;tie;3;2;0,698;0,337;0,472;0,663;0,464;0,431
relation;tie;3;2;0,857;0,604;0,625;0,663;0,464;0,431
threat;threaten;2;1;0,135;0,865;0,667;0,104;0,958;0,59
thread;yarn;6;3;0,646;0,184;0,209;0,51;0,265;0,233
care;thought;2;2;0,729;0,37;0,5;0,78;0,315;0,571
intention;thought;3;2;0,531;0,48;0,636;0,78;0,315;0,571
purpose;thought;3;2;0,8;0,534;0,782;0,78;0,315;0,571
idea;thought;5;2;0,75;0,538;0,704;0,78;0,315;0,571
careful;thorough;4;2;0,625;0,538;0,53;0,467;0,35;0,558
painstaking;thorough;3;2;0,396;0,335;0,386;0,467;0,35;0,558
spine;thorn;5;2;0,495;0,461;0,6;0,296;0,541;0,427
thirst;wish;2;2;0,298;0,519;0,307;0,771;0,583;0,647
desire;thirst;3;2;0,896;0,692;0,647;0,298;0,519;0,307
fact;thing;2;2;0,683;0,333;0,618;0,449;0,222;0,26
thin;watery;2;2;0,469;0,337;0,356;0,367;0,461;0,292
frequently;thick;2;1;0,596;0,423;0,634;0,449;0,433;0,596
stem;theme;2;2;0,615;0,191;0,336;0,541;0,176;0,427
script;text;2;2;0,61;0,45;0,527;0,604;0,157;0,402
text;words;3;2;0,604;0,157;0,402;0,71;0,216;0,473
evidence;testimony;3;2;0,5;0,5;0,778;0,615;0,578;0,643
proof;testimony;5;2;0,438;0,509;0,619;0,615;0,578;0,643
argument;testimony;2;1;0,51;0,464;0,698;0,615;0,578;0,643
stop;terminate;4;2;0,28;0,51;0,49;0,171;0,41;0,441
final;terminal;2;1;0,276;0,575;0,508;0,316;0,434;0,483
end;terminal;3;2;0,198;0,349;0,298;0,316;0,434;0,483
eventual;terminal;2;1;0,633;0,459;0,413;0,316;0,434;0,483
entitle;term;3;2;0,729;0,333;0,827;0,45;0,255;0,598
call;term;2;1;0,594;0,627;0,558;0,45;0,255;0,598
name;term;3;2;0,573;0,3;0,415;0,45;0,255;0,598
bound;term;2;1;0,417;0,667;0,31;0,45;0,255;0,598
limit;term;2;1;0,427;0,453;0,5;0,45;0,255;0,598
boundary;term;2;1;0,561;0,427;0,518;0,45;0,255;0,598
semester;term;4;2;0,521;0,327;0,482;0,45;0,255;0,598
marquee;tent;3;2;0,602;0,284;0,508;0,51;0,275;0,333
stretch;tension;2;2;0,604;0,578;0,5;0,304;0,81;0,529
strained;tense;2;2;0,122;0,656;0,58;0,396;0,439;0,655
proposal;tender;2;1;0,888;0,667;0,596;0,63;0,52;0,509
poor;tender;2;1;0,156;0,358;0,087;0,63;0,52;0,509
faint;tender;3;2;0,063;0,429;0,167;0,63;0,52;0,509
tender;weak;3;2;0,63;0,52;0,509;0,18;0,241;0,045
feeble;tender;3;2;0,157;0,28;0,109;0,63;0,52;0,509
affectionate;tender;4;2;0,949;0,422;0,55;0,63;0,52;0,509
lessee;tenant;4;3;0,417;0,474;0,595;0,385;0,36;0,398
lodger;tenant;2;1;0,48;0,448;0,304;0,385;0,36;0,398
tempt;try;2;1;0,21;0,677;0,5;0,604;0,551;0,556
allure;tempt;2;2;0,804;0,585;0,686;0,21;0,677;0,5
shrine;temple;2;1;0,802;0,255;0,574;0,612;0,269;0,66
sanctuary;temple;3;1;0,863;0,226;0,575;0,612;0,269;0,66
medium;temperate;2;1;0,559;0,356;0,358;0,469;0,394;0,593
sneak;telltale;3;2;0,281;0,745;0,449;0,24;0,663;0,426
narration;telling;2;2;0,622;0,408;0,551;0,719;0,441;0,527
narrative;telling;3;2;0,58;0,303;0,443;0,719;0,441;0,527
story;telling;2;2;0,653;0,406;0,704;0,719;0,441;0,527
tale;telling;2;2;0,663;0,3;0,336;0,719;0,441;0,527
cashier;teller;2;1;0,615;0,413;0,484;0,5;0,395;0,443
narrator;teller;3;2;0,673;0,43;0,623;0,5;0,395;0,443
distinguish;tell;2;1;0,675;0,471;0,6;0,551;0,35;0,457
speak;tell;3;2;0,765;0,472;0,5;0,551;0,35;0,457
recount;tell;3;2;0,479;0,402;0,509;0,551;0,35;0,457
telegram;wire;4;2;0,561;0,542;0,55;0,48;0,33;0,245
dull;tedious;4;2;0,194;0,12;0,185;0,104;0,406;0,241
tedious;weary;3;2;0,104;0,406;0,241;0,194;0,281;0,202
boring;tedious;5;2;0,194;0,217;0,125;0,104;0,406;0,241
engineering;technique;4;2;0,735;0,471;0,836;0,76;0,414;0,593
technique;technology;5;3;0,76;0,414;0,593;0,776;0,49;0,825
nipple;teat;6;3;0,48;0,786;0,415;0,612;0,469;0,328
irritate;tease;2;2;0,167;0,89;0,368;0,317;0,79;0,432
annoy;tease;4;2;0,094;0,765;0,286;0,317;0,79;0,432
hole;tear;2;2;0,531;0,31;0,33;0,404;0,62;0,327
rent;tear;3;2;0,344;0,429;0,446;0,404;0,62;0,327
teacher;tutor;4;2;0,76;0,404;0,885;0,75;0,346;0,826
schoolmaster;teacher;5;2;0,667;0,368;0,852;0,76;0,404;0,885
tax;weight;2;2;0,26;0,481;0,534;0,45;0,38;0,577
tasteful;tasty;3;2;0,918;0,458;0,625;0,959;0,786;0,555
delicious;tasty;6;3;0,927;0,65;0,589;0,959;0,786;0,555
shield;target;2;2;0,51;0,373;0,663;0,633;0,573;0,798
mark;target;3;2;0,491;0,231;0,6;0,633;0,573;0,798
sailor;tar;2;2;0,5;0,588;0,5;0,438;0,44;0,57
seaman;tar;2;2;0,52;0,51;0,672;0,438;0,44;0,57
navigator;tar;2;2;0,583;0,592;0,623;0,438;0,44;0,57
extract;tap;2;1;0,565;0,402;0,519;0,461;0,37;0,349
cock;tap;4;2;0,418;0,562;0,392;0,461;0,37;0,349
reservoir;tank;5;2;0,531;0,276;0,462;0,431;0,454;0,634
mess;tangle;4;2;0,143;0,843;0,273;0,354;0,545;0,254
muddle;tangle;2;1;0,184;0,71;0,336;0,354;0,545;0,254
tame;tiresome;2;2;0,56;0,604;0,642;0,24;0,542;0,153
dull;tame;2;2;0,194;0,12;0,185;0,56;0,604;0,642
tame;weary;2;2;0,56;0,604;0,642;0,194;0,281;0,202
boring;tame;2;2;0,194;0,217;0,125;0,56;0,604;0,642
tame;tedious;2;2;0,56;0,604;0,642;0,104;0,406;0,241
mascot;talisman;2;2;0,75;0,337;0,337;0,704;0,542;0,642
hold;take;3;2;0,448;0,29;0,364;0,828;0,537;0,348
maintain;take;2;1;0,684;0,398;0,647;0,828;0,537;0,348
take;win;2;1;0,828;0,537;0,348;0,927;0,694;0,888
conquer;take;2;1;0,694;0,873;0,971;0,828;0,537;0,348
piece;tablet;2;1;0,646;0,245;0,367;0,562;0,33;0,438
bar;tablet;2;1;0,5;0,531;0,481;0,562;0,33;0,438
cake;tablet;2;1;0,81;0,375;0,287;0,562;0,33;0,438
slice;tablet;2;1;0,583;0,375;0,303;0,562;0,33;0,438
schedule;table;4;2;0,51;0,38;0,48;0,551;0,17;0,284
card;tab;2;1;0,531;0,269;0,436;0,594;0,208;0,308
summary;synopsis;6;3;0,729;0,26;0,427;0,541;0,39;0,482
organization;system;2;1;0,81;0,535;0,851;0,615;0,346;0,764
constitution;system;2;1;0,59;0,38;0,889;0,615;0,346;0,764
swim;swimming;5;3;0,688;0,461;0,529;0,76;0,559;0,524
reel;swift;2;2;0,449;0,332;0,395;0,76;0,776;0,698
prompt;swift;4;2;0,602;0,548;0,582;0,76;0,776;0,698
sweet;sweetheart;3;2;0,668;0,418;0,382;0,959;0,423;0,509
sweep;wing;2;2;0,448;0,385;0,383;0,562;0,255;0,389
sail;sweep;2;2;0,615;0,22;0,325;0,448;0,385;0,383
bend;sweep;2;2;0,571;0,324;0,368;0,448;0,385;0,383
curve;sweep;2;2;0,48;0,375;0,307;0,448;0,385;0,383
flow;sweep;2;2;0,696;0,316;0,464;0,448;0,385;0,383
cursing;swear;2;2;0,112;0,86;0,446;0,601;0,577;0,658
swear;swearing;2;2;0,601;0,577;0,658;0,333;0,559;0,586
substitute;swap;3;2;0,427;0,406;0,398;0,552;0,5;0,509
pen;swan;2;2;0,622;0,194;0,25;0,781;0,225;0,357
maintain;sustain;3;1;0,684;0,398;0,647;0,635;0,358;0,593
keep;sustain;2;1;0,714;0,296;0,547;0,635;0,358;0,593
sustain;undergo;2;1;0,635;0,358;0,593;0,398;0,554;0,339
survey;test;2;2;0,58;0,357;0,379;0,449;0,5;0,509
review;survey;3;2;0,667;0,408;0,636;0,58;0,357;0,379
inquest;survey;2;2;0,458;0,569;0,721;0,58;0,357;0,379
amaze;surprise;3;2;0,896;0,843;0,783;0,875;0,875;0,562
name;surname;2;1;0,573;0,3;0,415;0,67;0,25;0,493
surge;wave;2;2;0,449;0,684;0,5;0,622;0,491;0,49
appearance;surface;2;2;0,669;0,49;0,534;0,448;0,375;0,604
confident;sure;3;1;0,765;0,324;0,723;0,724;0,27;0,793
suppose;think;2;1;0,551;0,343;0,348;0,786;0,408;0,618
partisan;supporter;3;2;0,615;0,549;0,669;0,721;0,51;0,698
support;take;3;2;0,811;0,472;0,737;0,828;0,537;0,348
back;support;3;2;0,438;0,353;0,336;0,811;0,472;0,737
second;support;3;2;0,49;0,21;0,25;0,811;0,472;0,737
maintenance;support;3;2;0,592;0,41;0,545;0,811;0,472;0,737
support;supporting;3;2;0,811;0,472;0,737;0,634;0,49;0,764
invitation;summons;3;2;0,802;0,549;0,647;0,552;0,604;0,598
call;summons;4;2;0,594;0,627;0,558;0,552;0,604;0,598
invite;summon;2;2;0,745;0,655;0,611;0,521;0,56;0,664
head;summit;2;2;0,53;0,472;0,558;0,625;0,618;0,764
fit;suitable;5;2;0,604;0,45;0,632;0,792;0,298;0,722
right;suitable;3;2;0,74;0,352;0,71;0,792;0,298;0,722
good;suitable;2;2;0,938;0,368;0,534;0,792;0,298;0,722
advice;suggestion;3;2;0,698;0,408;0,688;0,646;0,365;0,558
counsel;suggestion;3;2;0,594;0,519;0,73;0,646;0,365;0,558
opinion;suggestion;2;2;0,594;0,482;0,638;0,646;0,365;0,558
sufficient;tolerable;2;2;0,833;0,33;0,588;0,75;0,35;0,374
subsequent;successive;3;2;0,449;0,385;0,4;0,635;0,471;0,518
inheritance;succession;2;1;0,9;0,565;0,798;0,698;0,481;0,587
clever;subtle;2;1;0,896;0,353;0,729;0,708;0,167;0,228
sly;subtle;3;2;0,573;0,69;0,75;0,708;0,167;0,228
cunning;subtle;3;2;0,604;0,685;0,683;0,708;0,167;0,228
artful;subtle;2;1;0,771;0,608;0,778;0,708;0,167;0,228
firm;substantially;2;2;0,635;0,38;0,728;0,646;0,471;0,684
practical;substantial;2;1;0,71;0,49;0,608;0,59;0,49;0,69
real;substantial;3;2;0,719;0,51;0,717;0,59;0,49;0,69
actual;substantial;2;1;0,729;0,4;0,716;0,59;0,49;0,69
concrete;substantial;3;2;0,633;0,42;0,547;0,59;0,49;0,69
steady;substantial;2;2;0,68;0,186;0,763;0,59;0,49;0,69
hard;substantial;2;2;0,302;0,708;0,616;0,59;0,49;0,69
solid;substantial;4;2;0,667;0,304;0,763;0,59;0,49;0,69
firm;substantial;3;2;0,635;0,38;0,728;0,59;0,49;0,69
considerable;substantial;4;3;0,653;0,314;0,683;0,59;0,49;0,69
notable;substantial;3;2;0,76;0,45;0,696;0,59;0,49;0,69
remarkable;substantial;3;2;0,88;0,573;0,72;0,59;0,49;0,69
essential;substantial;4;2;0,812;0,405;0,759;0,59;0,49;0,69
material;substantial;3;2;0,521;0,363;0,439;0,59;0,49;0,69
substantial;substantive;2;2;0,59;0,49;0,69;0,5;0,35;0,455
substantial;vital;4;2;0,59;0,49;0,69;0,75;0,716;0,847
inane;stupid;3;2;0,271;0,35;0,268;0,133;0,51;0,2
stuff;trash;2;2;0,622;0,367;0,263;0,163;0,541;0,154
junk;stuff;2;2;0,115;0,481;0,118;0,622;0,367;0,263
fabric;stuff;3;2;0,635;0,19;0,345;0,622;0,367;0,263
plaster;stucco;2;1;0,438;0,264;0,255;0,439;0,292;0,279
contend;struggle;3;2;0,51;0,657;0,731;0,365;0,82;0,741
strive;struggle;3;2;0,582;0,837;0,769;0,365;0,82;0,741
form;structure;2;2;0,51;0,302;0,436;0,562;0,356;0,712
make;structure;2;1;0,684;0,42;0,48;0,562;0,356;0,712
construction;structure;3;2;0,848;0,612;0,759;0,562;0,356;0,712
powerful;strong;5;3;0,865;0,83;0,991;0,912;0,745;0,895
row;string;2;2;0,427;0,275;0,406;0,385;0,398;0,445
file;string;2;2;0,48;0,316;0,463;0,385;0,398;0,445
rank;string;2;2;0,531;0,38;0,686;0,385;0,398;0,445
queue;string;2;2;0,458;0,344;0,365;0,385;0,398;0,445
series;string;2;2;0,622;0,431;0,42;0,385;0,398;0,445
run;stream;3;2;0,542;0,787;0,543;0,449;0,537;0,559
queer;strange;4;2;0,286;0,61;0,304;0,314;0,663;0,395
funny;strange;4;2;0,918;0,61;0,566;0,314;0,663;0,395
straight;straightforward;4;2;0,667;0,298;0,669;0,78;0,15;0,38
reliable;straight;2;2;0,912;0,241;0,875;0,667;0,298;0,669
dependable;straight;2;2;0,88;0,357;0,741;0,667;0,298;0,669
straight;trustworthy;2;2;0,667;0,298;0,669;0,969;0,315;0,824
distinct;straight;2;2;0,542;0,578;0,509;0,667;0,298;0,669
clear;straight;2;2;0,857;0,327;0,573;0,667;0,298;0,669
evident;straight;3;2;0,633;0,444;0,664;0,667;0,298;0,669
straight;upright;3;2;0,667;0,298;0,669;0,667;0,373;0,6
erect;straight;3;2;0,643;0,885;0,627;0,667;0,298;0,669
intense;stout;2;1;0,592;0,774;0,679;0,656;0,657;0,817
severe;stout;2;1;0,164;0,735;0,635;0,656;0,657;0,817
powerful;stout;2;1;0,865;0,83;0,991;0,656;0,657;0,817
firm;stout;3;2;0,635;0,38;0,728;0,656;0,657;0,817
stout;strong;3;2;0,656;0,657;0,817;0,912;0,745;0,895
hard;stout;2;2;0,302;0,708;0,616;0,656;0,657;0,817
brave;stout;3;2;0,837;0,75;0,917;0,656;0,657;0,817
courageous;stout;3;2;0,918;0,587;0,879;0,656;0,657;0,817
stout;valiant;3;2;0,656;0,657;0,817;0,88;0,745;0,904
gallant;stout;2;2;0,908;0,539;0,679;0,656;0,657;0,817
plucky;stout;3;2;0,816;0,817;0,88;0,656;0,657;0,817
event;story;2;2;0,745;0,673;0,664;0,653;0,406;0,704
narration;story;5;2;0,622;0,408;0,551;0,653;0,406;0,704
storm;tempest;7;3;0,188;0,94;0,543;0,245;0,843;0,653
store;supply;4;2;0,646;0,538;0,407;0,708;0,519;0,603
reserve;store;4;2;0,585;0,289;0,589;0,646;0,538;0,407
protection;storage;2;1;0,863;0,53;0,664;0,698;0,406;0,564
pause;stop;3;1;0,429;0,188;0,264;0,28;0,51;0,49
interval;stop;2;1;0,51;0,284;0,4;0,28;0,51;0,49
intermission;stop;2;1;0,49;0,36;0,402;0,28;0,51;0,49
close;stop;3;2;0,292;0,26;0,263;0,28;0,51;0,49
belly;stomach;6;2;0,51;0,388;0,387;0,367;0,402;0,438
hold;stock;2;2;0,448;0,29;0,364;0,594;0,418;0,407
race;stock;2;2;0,592;0,426;0,658;0,594;0,418;0,407
breed;stock;2;2;0,49;0,441;0,578;0,594;0,418;0,407
stock;tribe;2;2;0,594;0,418;0,407;0,664;0,486;0,516
back;stock;2;2;0,438;0,353;0,336;0,594;0,418;0,407
share;stock;4;3;0,759;0,548;0,545;0,594;0,418;0,407
action;stock;2;2;0,76;0,898;0,802;0,594;0,418;0,407
reserve;stock;2;1;0,585;0,289;0,589;0,594;0,418;0,407
stench;stink;3;2;0,104;0,57;0,298;0,042;0,481;0,18
stewardess;waitress;2;1;0,625;0,491;0,491;0,646;0,531;0,352
chambermaid;stewardess;2;1;0,594;0,375;0,336;0,625;0,491;0,491
hostess;stewardess;4;3;0,792;0,604;0,688;0,625;0,491;0,491
reserve;stay;2;2;0,585;0,289;0,589;0,604;0,275;0,516
stay;tenacity;2;2;0,604;0,275;0,516;0,74;0,657;0,889
endurance;stay;2;2;0,592;0,745;0,76;0,604;0,275;0,516
obstacle;stay;4;2;0,204;0,708;0,336;0,604;0,275;0,516
impediment;stay;2;2;0,163;0,6;0,409;0,604;0,275;0,516
hindrance;stay;4;2;0,135;0,545;0,473;0,604;0,275;0,516
put;station;2;1;0,52;0,398;0,51;0,688;0,367;0,519
set;station;2;1;0,521;0,482;0,63;0,688;0,367;0,519
place;station;3;2;0,573;0,261;0,398;0,688;0,367;0,519
stand;station;4;2;0,6;0,324;0,509;0,688;0,367;0,519
application;statement;2;1;0,646;0,445;0,726;0,688;0,608;0,825
announce;state;2;2;0,694;0,618;0,611;0,562;0,32;0,604
departure;start;4;2;0,573;0,5;0,426;0,684;0,43;0,589
sailing;start;2;2;0,667;0,52;0,5;0,684;0,43;0,589
length;standing;3;2;0,479;0,308;0,533;0,604;0,317;0,425
duration;standing;3;2;0,656;0,37;0,536;0,604;0,317;0,425
continuance;standing;2;2;0,729;0,51;0,652;0,604;0,317;0,425
condition;standing;2;1;0,5;0,469;0,519;0,604;0,317;0,425
posture;standing;3;2;0,562;0,309;0,598;0,604;0,317;0,425
position;standing;3;2;0,604;0,451;0,538;0,604;0,317;0,425
standing;state;3;2;0,604;0,317;0,425;0,562;0,32;0,604
standing;status;4;2;0,604;0,317;0,425;0,658;0,377;0,588
attitude;standing;4;3;0,76;0,644;0,861;0,604;0,317;0,425
location;standing;3;2;0,615;0,375;0,546;0,604;0,317;0,425
perpetual;standing;3;2;0,625;0,438;0,741;0,604;0,317;0,425
permanent;standing;4;2;0,745;0,345;0,736;0,604;0,317;0,425
constant;standing;3;2;0,74;0,296;0,686;0,604;0,317;0,425
continual;standing;3;2;0,5;0,423;0,685;0,604;0,317;0,425
stable;standing;2;2;0,725;0,204;0,735;0,604;0,317;0,425
standing;steady;3;2;0,604;0,317;0,425;0,68;0,186;0,763
position;stand;4;2;0,604;0,451;0,538;0,6;0,324;0,509
attitude;stand;3;2;0,76;0,644;0,861;0,6;0,324;0,509
resistance;stand;2;2;0,427;0,694;0,796;0,6;0,324;0,509
opposition;stand;2;2;0,135;0,729;0,592;0,6;0,324;0,509
stage;stand;3;2;0,592;0,306;0,473;0,6;0,324;0,509
put;stand;3;1;0,52;0,398;0,51;0,6;0,324;0,509
hold;stand;3;2;0,448;0,29;0,364;0,6;0,324;0,509
dwell;stand;3;2;0,698;0,245;0,611;0,6;0,324;0,509
stand;stop;2;1;0,6;0,324;0,509;0,28;0,51;0,49
pause;stand;2;2;0,429;0,188;0,264;0,6;0,324;0,509
halt;stand;3;2;0,167;0,36;0,432;0,6;0,324;0,509
model;standard;3;2;0,607;0,388;0,723;0,673;0,143;0,605
organize;stage;2;2;0,802;0,655;0,781;0,592;0,306;0,473
arrange;stage;2;2;0,74;0,49;0,571;0,592;0,306;0,473
club;staff;2;1;0,646;0,618;0,393;0,745;0,274;0,627
crush;squash;4;2;0,271;0,676;0,582;0,531;0,667;0,41
cram;squash;2;1;0,354;0,73;0,598;0,531;0,667;0,41
square;true;2;2;0,509;0,34;0,291;0,896;0,436;0,777
quadratic;square;3;1;0,43;0,385;0,471;0,509;0,34;0,291
potato;spud;5;3;0,541;0,235;0,265;0,403;0,423;0,349
bound;spring;3;2;0,417;0,667;0,31;0,837;0,37;0,481
origin;spring;3;2;0,729;0,435;0,591;0,837;0,37;0,481
hop;spring;2;2;0,45;0,52;0,427;0,837;0,37;0,481
rush;spring;2;1;0,406;0,809;0,546;0,837;0,37;0,481
remark;spot;2;1;0,561;0,325;0,716;0,51;0,18;0,336
perceive;spot;2;1;0,653;0,49;0,655;0,51;0,18;0,336
patch;spot;4;2;0,439;0,288;0,283;0,51;0,18;0,336
blemish;spot;4;2;0,219;0,558;0,272;0,51;0,18;0,336
reel;spool;6;3;0,449;0,332;0,395;0,397;0,389;0,312
helical;spiral;3;2;0,379;0,429;0,468;0,49;0,624;0,361
snail;spiral;2;1;0,48;0,104;0,296;0,49;0,624;0,361
spider;star;2;1;0,229;0,569;0,43;0,833;0,418;0,56
expenditure;spending;2;2;0,25;0,608;0,603;0,333;0,556;0,33
expense;spend;2;2;0,317;0,451;0,377;0,672;0,745;0,429
prompt;speedy;4;2;0,602;0,548;0,582;0,625;0,625;0,793
hurry;speed;3;2;0,422;0,735;0,481;0,719;0,849;0,658
hasten;speed;2;1;0,571;0,75;0,618;0,719;0,849;0,658
rate;speed;4;2;0,521;0,297;0,407;0,719;0,849;0,658
language;speech;5;2;0,677;0,337;0,704;0,656;0,47;0,688
speech;tongue;4;2;0,656;0,47;0,688;0,542;0,432;0,482
adapt;specialize;2;1;0,74;0,355;0,551;0,776;0,54;0,861
accommodate;specialize;2;1;0,844;0,375;0,566;0,776;0,54;0,861
rare;sparse;4;2;0,396;0,413;0,236;0,24;0,367;0,209
sparse;thin;4;2;0,24;0,367;0,209;0,469;0,337;0,356
sparse;uncommon;2;1;0,24;0,367;0,209;0,459;0,429;0,373
spare;stock;2;1;0,552;0,398;0,411;0,594;0,418;0,407
spare;supply;2;1;0,552;0,398;0,411;0,708;0,519;0,603
reserve;spare;5;2;0,585;0,289;0,589;0,552;0,398;0,411
separate;spare;2;1;0,24;0,514;0,349;0,552;0,398;0,411
detach;spare;2;1;0,357;0,625;0,45;0,552;0,398;0,411
quarrel;spar;2;1;0,112;0,929;0,496;0,417;0,438;0,536
include;span;3;2;0,729;0,449;0,702;0,521;0,33;0,528
clasp;span;2;1;0,448;0,375;0,241;0,521;0,33;0,528
embrace;span;2;1;0,949;0,49;0,452;0,521;0,33;0,528
encompass;span;2;1;0,52;0,298;0,661;0,521;0,33;0,528
cover;span;3;2;0,365;0,24;0,471;0,521;0,33;0,528
span;width;2;1;0,521;0,33;0,528;0,583;0,28;0,518
breadth;span;2;1;0,667;0,49;0,644;0,521;0,33;0,528
span;volume;2;1;0,521;0,33;0,528;0,552;0,49;0,546
extent;span;3;2;0,646;0,451;0,602;0,521;0,33;0,528
noon;south;2;2;0,531;0,343;0,518;0,562;0,265;0,429
midday;south;2;2;0,658;0,25;0,403;0,562;0,265;0,429
melancholy;sorry;2;2;0,188;0,26;0,237;0,406;0,362;0,212
sad;sorry;5;2;0,225;0,333;0,149;0,406;0,362;0,212
gloomy;sorry;2;2;0,107;0,41;0,287;0,406;0,362;0,212
sorrowful;sorry;4;2;0,049;0,422;0,163;0,406;0,362;0,212
mournful;sorry;4;2;0,18;0,441;0,188;0,406;0,362;0,212
sorry;wistful;2;1;0,406;0,362;0,212;0,323;0,451;0,312
primary;source;2;1;0,562;0,39;0,545;0,74;0,318;0,684
origin;source;4;2;0,729;0,435;0,591;0,74;0,318;0,684
man;soul;3;2;0,688;0,427;0,767;0,77;0,22;0,51
sort;way;2;2;0,673;0,389;0,674;0,48;0,275;0,42
mode;sort;4;2;0,531;0,185;0,367;0,673;0,389;0,674
method;sort;2;2;0,64;0,275;0,698;0,673;0,389;0,674
grade;sort;5;2;0,698;0,36;0,6;0,673;0,389;0,674
brand;sort;4;2;0,562;0,284;0,547;0,673;0,389;0,674
carol;song;2;1;0,673;0,412;0,436;0,854;0,413;0,5
melting;solution;2;1;0,592;0,47;0,538;0,79;0,339;0,664
decision;solution;3;2;0,646;0,51;0,839;0,79;0,339;0,664
resolution;solution;4;2;0,78;0,55;0,745;0,79;0,339;0,664
solidify;strengthen;2;2;0,583;0,318;0,754;0,802;0,796;0,971
reliable;solid;3;2;0,912;0,241;0,875;0,667;0,304;0,763
dependable;solid;3;2;0,88;0,357;0,741;0,667;0,304;0,763
solid;trustworthy;2;2;0,667;0,304;0,763;0,969;0,315;0,824
hard;solid;3;2;0,302;0,708;0,616;0,667;0,304;0,763
attorney;solicitor;4;3;0,6;0,594;0,754;0,6;0,479;0,802
barrister;solicitor;5;2;0,469;0,57;0,792;0,6;0,479;0,802
mud;soil;2;1;0,333;0,26;0,185;0,35;0,18;0,356
dirt;soil;4;2;0,112;0,5;0,236;0,35;0,18;0,356
filth;soil;3;2;0,194;0,592;0,319;0,35;0,18;0,356
calm;soft;3;2;0,875;0,1;0,282;0,76;0,179;0,232
silent;soft;3;2;0,469;0,125;0,28;0,76;0,179;0,232
quiet;soft;3;2;0,792;0,105;0,431;0,76;0,179;0,232
low;soft;3;2;0,292;0,22;0,102;0,76;0,179;0,232
soft;tranquil;3;2;0,76;0,179;0,232;0,917;0,094;0,355
punch;sock;3;2;0,229;0,787;0,608;0,5;0,167;0,29
kick;sock;2;2;0,271;0,791;0,526;0,5;0,167;0,29
blow;sock;3;2;0,316;0,75;0,57;0,5;0,167;0,29
cuff;sock;2;2;0,469;0,453;0,387;0,5;0,167;0,29
sock;stroke;3;2;0,5;0,167;0,29;0,562;0,44;0,57
drunkard;soak;2;2;0,24;0,873;0,25;0,48;0,37;0,24
scrap;snippet;2;2;0,156;0,339;0,173;0,612;0,41;0,368
sharpshooter;sniper;4;2;0,24;0,929;0,764;0,167;0,87;0,853
cut;snip;4;2;0,49;0,49;0,393;0,417;0,327;0,268
shear;snip;2;1;0,286;0,647;0,388;0,417;0,327;0,268
snip;snippet;2;2;0,417;0,327;0,268;0,612;0,41;0,368
scrap;snip;2;1;0,156;0,339;0,173;0,417;0,327;0,268
piece;snip;2;2;0,646;0,245;0,367;0,417;0,327;0,268
mock;sneer;2;1;0,36;0,606;0,618;0,133;0,755;0,345
scoff;sneer;2;1;0,125;0,686;0,306;0,133;0,755;0,345
mockery;sneer;2;1;0,094;0,806;0,181;0,133;0,755;0,345
ridicule;sneer;2;1;0,143;0,745;0,255;0,133;0,755;0,345
confidential;sneaking;2;2;0,643;0,471;0,761;0,203;0,755;0,545
secret;sneaking;2;2;0,479;0,58;0,509;0,203;0,755;0,545
part;snack;3;2;0,663;0,278;0,36;0,646;0,407;0,345
share;snack;3;2;0,759;0,548;0,545;0,646;0,407;0,345
portion;snack;3;2;0,536;0,364;0,398;0,646;0,407;0,345
