Word;Valence_lang;Arousal_lang;Dominance_lang;Valence_fam;Arousal_fam;Dominance_fam;Valence_mean;Arousal_mean;Dominance_mean;Valence;Arousal;Dominance
heal;0,825812080536902;0,492353467561515;0,686248322147642;0,835363636363636;0,494181818181818;0,682181818181818;0,835363636363636;0,494181818181818;0,682181818181818;NA;NA;NA
convalesce;0,817677852348984;0,49079642058165;0,689711409395965;0,821590909090909;0,491545454545455;0,688045454545454;0,821590909090909;0,491545454545454;0,688045454545454;NA;NA;NA
melt;0;0;0;0;0;0;0;0;0;0,448;0,615;0,312
how;0,718999999999999;0,352999999999999;0,445999999999999;0,718999999999629;0,352999999999818;0,44599999999977;0,718999999999629;0,352999999999818;0,44599999999977;NA;NA;NA
pertain;0,646;0,477;0,455;0,646;0,477;0,455;0,646;0,477;0,455;NA;NA;NA
universe;0;0;0;0;0;0;0;0;0;0,694;0,454;0,839
guess;0;0;0;0;0;0;0;0;0;0,64;0,463;0,442
ameliorate;0;0;0;0;0;0;0;0;0;0,77;0,548;0,747
improve;0;0;0;0;0;0;0;0;0;0,833;0,528;0,815
enhance;0;0;0;0;0;0;0;0;0;0,802;0,578;0,814
pound;0;0;0;0;0;0;0;0;0;0,57;0,337;0,443
attempt;0;0;0;0;0;0;0;0;0;0,625;0,491;0,431
invoice;0;0;0;0;0;0;0;0;0;0,48;0,38;0,474
clothe;0;0;0;0;0;0;0;0;0;0,797;0,33;0,481
